(find c/textseg_sizes | xargs cat),   (find c/instruction_counts | xargs cat)
file5824,740206637
file5795,1784216153
file5827,686520423
file5830,806482495
file5796,1747834551
file5788,1638007159
file5821,733671093
file5836,673585489
file5776,972629314
file5823,1059406204
file5768,2015991927
file5833,734718633
file5831,778198219
file5834,1320233826
file5829,984554151
file5818,802153251
file5825,967010627
file5826,692100452
file5838,1105235937
file5832,2248068906
file6814,670583853
file5839,801957975
file5794,4496464770
file6819,688132657
file6805,767246632
file5835,3331383156
file6804,744665215
file5840,1604705919
file6810,735880478
file6820,761082071
file6816,721444477
file6822,690394058
file5837,2399386857
file6806,973295360
file6813,673539610
file6815,726227170
file6823,723703084
file6808,863358460
file6825,701759534
file6803,854368272
file6811,973337851
file6818,752255620
file6826,676451338
file6809,1162409042
file6828,823804424
file6830,780633047
file6802,1172097766
file6832,705869368
file6831,752025990
file6829,983802567
file6838,777078640
file6827,972770632
file6834,909109030
file6837,887050339
file6835,852888059
file6839,711854292
file6821,1404496371
file6817,1345942028
file6840,679912604
file6849,689278414
file6844,867104120
file6852,673505471
file5762,8638736094
file6847,705998625
file6851,698666822
file6843,886874811
file6841,1255117619
file3105,51387539089
file6846,1126047837
file6848,1412660681
file6850,1038164727
file6854,682746188
file6836,2367111667
file6853,683538484
file5811,13397156395
file6842,1789487198
file6807,3529885069
file6858,876523497
file6857,907187440
file6872,695620356
file6860,713526315
file6879,697429198
file6855,1003311456
file6801,3725442957
file6862,1078704799
file6861,960141115
file6867,747222798
file6876,1256918284
file6865,796595577
file6845,2787587761
file6871,1713283739
file6875,1036490303
file6863,771798854
file6870,817476214
file6868,1438236365
file6864,911935000
file6873,918735504
file6859,2284427475
file6874,1063006217
file6877,1111177511
file6880,918637433
file6878,1462469226
file6869,2095893320
file6866,3926770862
file6824,11239763822
file5798,24593431496
file6856,15407360731
file6833,22919099303
file9775,766568751
file9768,763539528
file9763,820298484
file6812,29147147427
file9779,717160033
file9778,896423479
file9780,817601235
file9784,751025276
file9785,684319826
file9773,759981404
file9782,826552290
file9762,875275339
file9687,787659607
file9795,706577557
file9791,1161189569
file9766,666241215
file9764,1387443968
file9691,788501767
file9684,788049105
file9693,708501722
file9685,754427879
file9681,731033699
file9761,1064688534
file9697,765303477
file9701,766119768
file9797,829042397
file9816,836348469
file9804,779866403
file9694,775958125
file9688,1222776610
file9702,731236056
file9767,737924341
file9704,693530186
file9699,805528211
file9808,723051138
file9806,716518493
file9819,887037141
file9706,687187222
file9703,750449113
file9705,866193447
file9695,1636959082
file9711,841020324
file9709,850506301
file9707,683208406
file9713,676196954
file9723,691028332
file9772,706156935
file9793,721897470
file9712,916960675
file9799,735559679
file9790,806399530
file9722,938802554
file9800,1311329916
file9732,807409021
file9726,694915205
file9798,739565863
file9774,784762701
file9792,1106270496
file9807,685137400
file9718,1296477092
file9708,1619888313
file9729,972793403
file9771,1199546653
file9714,1612019768
file9730,868269117
file9777,1736718285
file9794,730940565
file9810,801421102
file9690,745512021
file9811,839374781
file9809,1167522637
file9683,755680534
file9731,969289351
file9686,746644542
file9802,844475836
file9813,809162641
file9801,810352714
file9715,1250013745
file9796,815428018
file9724,1062752829
file9698,2843512342
file9814,796181019
file9815,913899000
file9817,677959964
file9820,1478709120
file9826,767541403
file9827,833787640
file9824,703852624
file9832,851766262
file9838,664780179
file9710,878422883
file9716,740889893
file9821,1054752145
file9833,706266247
file9696,4788715354
file9836,754711883
file9725,688877329
file9765,1438093137
file9835,1671282909
file9728,744540478
file9788,935440128
file9789,2168887624
file9783,1054919805
file9787,1266983909
file9830,791299241
file9776,1821490683
file9834,691246741
file9786,1116475361
file9825,680923657
file9823,748429574
file9818,875404130
file9831,776108963
file9717,1064692250
file9770,1957628523
file9829,746510862
file9733,822534675
file9727,1570324093
file9803,1236687778
file9812,1266314388
file9781,1818197445
file9837,1152538516
file9828,785875579
file9721,2158974291
file9719,809061884
file9822,1395503923
file9805,3016408741
file9720,1066970324
file9736,692164222
file9839,1795100966
file9744,876870019
file9737,789909693
file9743,655945142
file9745,701542442
file9734,1203357404
file9740,709639920
file9739,776539637
file9746,718306964
file11283,673925053
file9756,683552866
file9689,5847539381
file11288,756498313
file9738,719207499
file9747,906749905
file9742,802770345
file9749,740183722
file9752,783741335
file9751,884696219
file9753,756529202
file9741,760429939
file9750,1021283905
file9735,897553154
file9754,847483521
file9757,994835128
file9755,1330073653
file11282,673888747
file9760,830007891
file9759,742426614
file9748,2000288098
file11285,696159054
file11284,768992714
file11287,697321906
file11289,745011708
file9758,862435766
file11290,752578857
file11281,862533629
file11291,780057442
file11292,695407592
file9692,7398334121
file11293,674835650
file11294,796444987
file11295,1049127795
file9840,6765410333
file11296,858425401
file11298,913196715
file11303,721752392
file11299,670490268
file11304,660959251
file11309,736780164
file11300,862208523
file11310,844754303
file11301,1081927087
file11306,940875933
file11317,859353674
file11286,1355169607
file11297,1152091255
file11316,713837033
file11307,863030543
file11311,807827712
file11314,901607561
file11313,871029770
file11318,847586941
file9682,8796010768
file11308,880654409
file11315,1337547262
file11321,793767905
file11305,1687444608
file11322,967482719
file11302,1833137994
file11323,1027821840
file11324,1554096097
file11326,635406416
file11312,1805760136
file11331,766155858
file11320,1810836574
file11327,681767472
file11325,2630840818
file11336,795882880
file11330,726209335
file9769,16113067121
file11332,738015422
file11333,761990521
file11335,805366092
file11343,808738725
file11340,707779805
file11338,874776084
file11347,699701565
file11339,873171090
file11348,801296517
file11342,759454348
file11344,819920439
file11334,1190051551
file11328,2027517475
file11346,820734374
file11319,4346337043
file11329,1367902960
file11341,1789114173
file11350,831760766
file11351,771940219
file11360,712180209
file11358,696573345
file11356,885347559
file11353,960833025
file11354,953254870
file11349,1938591764
file11352,1076017317
file11355,1099811434
file11357,1757431797
file11359,1767047012
file11337,3387123914
file11345,6643000048
file13211,746866206
file13217,705953496
file13227,699619938
file13776,756526587
file13220,732900273
file13222,1248854237
file13777,688325879
file13212,700737338
file13234,726209133
file13770,779715938
file13232,734275166
file13761,868106665
file13215,977694798
file13762,722196345
file13764,830342964
file13765,881029328
file13204,3165807941
file13229,846648727
file13226,791492092
file13767,880667197
file13208,1056248839
file13768,767167179
file13202,729936028
file13224,698497195
file13240,765533524
file13772,777000973
file13771,941977209
file13775,784611382
file13778,1120545334
file13782,845160025
file13779,912005948
file13781,688279284
file13783,904443378
file13210,781845260
file13784,823250446
file13788,708812660
file13238,747425955
file13206,706766712
file13254,672472931
file13207,679694617
file13213,1140815477
file13787,1002104386
file13769,1143180829
file13205,1333322978
file13790,785995728
file13794,774603158
file13796,739898805
file13773,1439142408
file13798,757712936
file13763,1556016032
file13800,817607417
file13774,1650060997
file13799,892701058
file13801,731727938
file13223,745954875
file9700,42132302288
file13225,706881080
file13795,913104553
file13243,673564313
file13797,1136750110
file13249,864135178
file13789,1183823958
file13264,673211595
file13216,819718656
file13802,1211940235
file13236,699460538
file13785,1839022635
file13804,925906610
file13244,696368047
file13766,2039823471
file13806,835832238
file13809,687450958
file13808,706750351
file13803,1106037906
file13209,1271580906
file13262,756474193
file13246,1012896703
file13214,783224534
file13231,830085606
file13253,688505447
file13807,1103950414
file13250,781029488
file13255,1590419654
file13257,1468373946
file13233,902539945
file13221,1831029626
file13252,745510299
file13805,1217522234
file13242,1166476043
file13272,704203851
file13258,753387229
file13813,694367838
file13245,1171037928
file13267,822388956
file13201,2517134562
file13261,784584738
file13256,771227119
file13819,671278303
file13203,1836109675
file13260,1164444636
file13274,901557721
file13273,1014791167
file13821,844429513
file13270,853097445
file13278,787626534
file13815,686083450
file13816,681363146
file13237,1413004931
file13247,1534220029
file13219,1785300256
file13814,1245266146
file13812,987494235
file13268,717541667
file13266,1330020442
file13218,3780136998
file13228,2625739475
file13251,1446106844
file13230,1927417097
file13235,1294935607
file13271,799967093
file13275,922103401
file13830,662449210
file13823,773930295
file13810,2125009020
file13265,720732421
file13239,3289402316
file13279,953954672
file13277,700096902
file13824,779441868
file13248,869056840
file13825,705866790
file13817,1179825309
file13832,854115287
file13259,2915620150
file13280,806706730
file13820,1356478351
file13833,683078777
file13836,729108405
file13811,2244262595
file13834,711523523
file13831,861354106
file13791,3898538864
file13793,2823992332
file13835,806653967
file13838,968295211
file13829,1584988495
file13839,846191296
file13276,3209983768
file13826,1848254607
file13828,1748015600
file13792,6267657379
file13840,1343314029
file13822,3420960744
file13786,5994441268
file13818,4272203316
file13780,7101227438
file13827,6281662939
file15121,747191957
file15128,728209902
file15129,715981713
file15125,684497962
file15124,743603237
file15122,826024988
file15132,728679888
file15123,1149017822
file15127,978070557
file15131,765858395
file15130,857832745
file15135,673337248
file15134,792913615
file15139,759943846
file15126,1107645147
file15143,715654547
file15140,772176903
file15141,864424201
file15148,735071550
file15133,1192301171
file15136,787925708
file15142,1206350225
file15155,749006535
file15156,728264776
file15153,735165171
file15145,976565744
file15146,1399035632
file15151,779599372
file15138,856068837
file15157,724263185
file15160,727618702
file15150,1056563985
file13269,13257181294
file15159,783875526
file15147,1210132282
file15149,750124889
file15144,979757229
file15154,1141769155
file15161,758889389
file15152,1813675166
file15163,734035893
file13263,15787508079
file15164,820062193
file15167,695680190
file15165,741379637
file15171,672661418
file15166,839886503
file15170,786594685
file15137,3613037806
file15174,668973943
file15168,1124509961
file15172,689783700
file15179,750237325
file15162,2138325639
file15178,725153165
file15173,699368655
file15169,1031094082
file15158,2184910494
file15182,780761190
file15181,751687753
file15176,1095913560
file15189,669900150
file15180,730274205
file15187,706822948
file15177,715319174
file15175,1150370408
file15188,891601845
file15185,904837630
file15195,682526242
file15186,844399897
file15183,1021376245
file15191,696423903
file15190,882733618
file13241,22628596884
file15200,716533442
file15194,732870811
